ticket_id,symbol,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,risk_pts,reward_pts,rr_realized,realized_pnl,is_win,exit_reason,holding_bars,mae_pts,mfe_pts,session_window,htf_bias,sweep_side,sweep_penetration_pips,displacement_ratio,fvg_size_atr,dealing_range_coordinate,planned_rr,atr_14,laya_authorized,laya_regime,laya_grade,laya_probability
1204135,XAUUSD,2022-12-13 15:19:00+00:00,2022-12-13 15:20:00+00:00,SHORT,1849.99,1841.91,1854.52,1841.91,17.25,4.2,8.41,1.92,13938.46,1,TP_HIT,1,0.0,43.99,NY_AM,BEARISH,BUY_SIDE,0.01,2.95,0.74,0.5,2.0,1.36,1,NORMAL_EXPANSION,2,0.809
1216992,XAUUSD,2022-12-22 13:36:00+00:00,2022-12-22 13:37:00+00:00,SHORT,1858.42,1854.58,1860.83,1854.58,17.25,2.09,4.17,1.84,6634.41,1,TP_HIT,1,0.0,41.42,NY_AM,BEARISH,BUY_SIDE,0.0,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.807
1235796,XAUUSD,2023-01-04 15:00:00+00:00,2023-01-04 15:01:00+00:00,SHORT,1898.05,1896.27,1899.43,1896.27,17.25,1.05,2.11,1.69,3073.52,1,TP_HIT,1,0.0,42.05,NY_AM,BEARISH,BUY_SIDE,0.01,2.8,2.8,0.5,2.0,0.36,1,NORMAL_EXPANSION,2,0.874
1239800,XAUUSD,2023-01-07 09:44:00+00:00,2023-01-07 09:45:00+00:00,SHORT,1898.19,1896.45,1899.54,1896.45,17.25,1.03,2.06,1.68,2997.97,1,TP_HIT,1,0.0,41.19,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,4.67,4.67,0.5,2.0,0.21,1,NORMAL_EXPANSION,2,0.918
1252664,XAUUSD,2023-01-16 08:08:00+00:00,2023-01-16 08:09:00+00:00,SHORT,1935.62,1933.75,1937.04,1933.75,22.5,1.1,2.19,1.7,4202.09,1,TP_HIT,1,0.0,45.62,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,3.11,1.56,0.75,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.931
1260332,XAUUSD,2023-01-21 15:56:00+00:00,2023-01-21 15:57:00+00:00,SHORT,1950.87,1951.11,1951.24,1951.11,22.5,0.04,0.08,-5.74,-542.29,0,TP_HIT,1,0.0,41.87,NY_AM,BEARISH,BUY_SIDE,0.01,3.5,3.5,1.001,2.0,0.29,1,TRENDING_ORDERFLOW,3,0.982
1262780,XAUUSD,2023-01-23 08:44:00+00:00,2023-01-23 08:45:00+00:00,LONG,1950.61,1948.18,1948.18,1954.47,17.25,2.1,4.19,-1.16,-4177.09,0,SL_HIT,1,41.61,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,9.99,3.11,1.56,0.4,2.0,0.64,1,TRENDING_ORDERFLOW,2,0.809
1265612,XAUUSD,2023-01-25 07:56:00+00:00,2023-01-25 07:57:00+00:00,SHORT,1948.05,1946.25,1949.44,1946.25,22.5,1.06,2.13,1.69,4056.4,1,TP_HIT,1,0.0,44.05,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,4.67,2.33,0.667,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.946
1266000,XAUUSD,2023-01-25 14:24:00+00:00,2023-01-25 14:25:00+00:00,SHORT,1946.06,1944.26,1947.45,1944.26,22.5,1.06,2.13,1.69,4057.3,1,TP_HIT,1,0.0,45.06,NY_AM,BEARISH,BUY_SIDE,0.01,7.0,2.33,0.75,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.963
1272846,XAUUSD,2023-01-30 08:30:00+00:00,2023-01-30 08:31:00+00:00,SHORT,1949.29,1947.45,1950.7,1947.45,17.25,1.09,2.17,1.7,3184.75,1,TP_HIT,1,0.0,43.29,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.806
1274271,XAUUSD,2023-01-31 08:15:00+00:00,2023-01-31 08:16:00+00:00,SHORT,1930.34,1922.45,1934.77,1922.45,17.25,4.11,8.21,1.92,13607.3,1,TP_HIT,1,0.0,45.34,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,4.2,1.4,0.5,2.0,0.71,1,NORMAL_EXPANSION,2,0.87
1278906,XAUUSD,2023-02-03 13:30:00+00:00,2023-02-03 13:31:00+00:00,SHORT,1940.5,1932.48,1944.99,1932.48,22.5,4.17,8.34,1.92,18038.68,1,TP_HIT,1,0.0,49.5,NY_AM,BEARISH,BUY_SIDE,0.0,1.75,1.75,0.636,2.0,1.14,1,TRENDING_ORDERFLOW,3,0.873
1283258,XAUUSD,2023-02-06 14:02:00+00:00,2023-02-06 14:03:00+00:00,SHORT,1910.64,1908.8,1912.05,1908.8,22.5,1.09,2.17,1.7,4153.57,1,TP_HIT,1,0.0,44.64,NY_AM,BEARISH,BUY_SIDE,0.01,3.5,1.75,0.667,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.92
1287621,XAUUSD,2023-02-09 14:45:00+00:00,2023-02-09 14:46:00+00:00,SHORT,1911.79,1907.94,1914.2,1907.94,17.25,2.09,4.17,1.84,6634.06,1,TP_HIT,1,0.0,43.79,NY_AM,BEARISH,BUY_SIDE,0.03,3.5,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.862
1288790,XAUUSD,2023-02-10 10:14:00+00:00,2023-02-10 10:15:00+00:00,LONG,1878.48,1876.96,1876.96,1880.54,15.0,1.19,2.39,-1.27,-2277.84,0,SL_HIT,1,45.48,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,9.99,2.33,0.78,0.25,2.0,1.29,1,TRENDING_ORDERFLOW,3,0.834
1289087,XAUUSD,2023-02-10 15:11:00+00:00,2023-02-10 15:12:00+00:00,SHORT,1878.84,1874.82,1881.33,1874.82,22.5,2.17,4.34,1.85,9040.04,1,TP_HIT,1,0.0,44.84,NY_AM,BEARISH,BUY_SIDE,0.0,2.62,1.75,0.6,2.0,1.14,1,TRENDING_ORDERFLOW,3,0.88
1292969,XAUUSD,2023-02-13 07:53:00+00:00,2023-02-13 07:54:00+00:00,SHORT,1858.97,1859.14,1859.37,1859.14,22.5,0.07,0.15,-2.39,-397.8,0,TP_HIT,1,0.0,46.97,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,8.0,2.0,1.0,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.983
1295938,XAUUSD,2023-02-15 09:22:00+00:00,2023-02-15 09:23:00+00:00,LONG,1862.72,1861.19,1861.19,1864.8,22.5,1.2,2.41,-1.27,-3439.37,0,SL_HIT,1,42.72,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,2.95,0.74,0.1,2.0,1.36,1,TRENDING_ORDERFLOW,3,0.909
1298700,XAUUSD,2023-02-17 07:24:00+00:00,2023-02-17 07:25:00+00:00,SHORT,1852.16,1850.36,1853.55,1850.36,17.25,1.06,2.13,1.69,3110.13,1,TP_HIT,1,0.0,43.16,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.33,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.847
1303185,XAUUSD,2023-02-20 10:09:00+00:00,2023-02-20 10:10:00+00:00,SHORT,1867.31,1867.16,1867.87,1867.16,22.5,0.23,0.47,0.62,325.11,1,TP_HIT,1,0.0,51.31,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,4.45,1.27,1.0,2.0,1.57,1,TRENDING_ORDERFLOW,3,0.977
1307423,XAUUSD,2023-02-23 08:47:00+00:00,2023-02-23 08:48:00+00:00,SHORT,1857.45,1855.63,1858.85,1855.63,17.25,1.07,2.15,1.7,3148.02,1,TP_HIT,1,0.0,44.45,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,2.0,2.0,0.5,2.0,0.5,1,NORMAL_EXPANSION,2,0.825
1316087,XAUUSD,2023-03-01 09:11:00+00:00,2023-03-01 09:12:00+00:00,SHORT,1864.74,1862.89,1866.15,1862.89,17.25,1.09,2.17,1.7,3184.18,1,TP_HIT,1,0.0,44.74,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.806
1322271,XAUUSD,2023-03-05 16:15:00+00:00,2023-03-05 16:16:00+00:00,SHORT,1891.95,1888.08,1894.37,1888.08,22.5,2.1,4.19,1.84,8702.54,1,TP_HIT,1,0.0,45.95,NY_AM,BEARISH,BUY_SIDE,0.01,3.11,1.56,0.6,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.887
1324625,XAUUSD,2023-03-07 07:29:00+00:00,2023-03-07 07:30:00+00:00,SHORT,1880.03,1878.2,1881.43,1878.2,17.25,1.07,2.15,1.7,3146.17,1,TP_HIT,1,0.0,45.03,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,2.0,2.0,0.5,2.0,0.5,1,NORMAL_EXPANSION,2,0.825
1324735,XAUUSD,2023-03-07 09:19:00+00:00,2023-03-07 09:20:00+00:00,SHORT,1881.03,1879.21,1882.43,1879.21,22.5,1.07,2.15,1.7,4105.67,1,TP_HIT,1,0.0,46.03,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,4.0,2.0,0.667,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.932
1330842,XAUUSD,2023-03-11 15:06:00+00:00,2023-03-11 15:07:00+00:00,LONG,1958.88,1955.93,1955.93,1963.82,22.5,2.63,5.27,-1.12,-6654.55,0,SL_HIT,1,36.88,0.0,NY_AM,BULLISH,SELL_SIDE,10.0,2.14,0.95,0.154,2.0,4.21,1,TRENDING_ORDERFLOW,3,0.877
1333391,XAUUSD,2023-03-13 09:35:00+00:00,2023-03-13 09:36:00+00:00,SHORT,1949.32,1943.26,1952.84,1943.26,17.25,3.19,6.38,1.9,10451.97,1,TP_HIT,1,0.0,48.32,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.11,0.78,0.571,2.0,1.29,1,TRENDING_ORDERFLOW,2,0.853
1344815,XAUUSD,2023-03-21 07:59:00+00:00,2023-03-21 08:00:00+00:00,SHORT,2023.7,2017.64,2027.22,2017.64,17.25,3.19,6.38,1.9,10451.61,1,TP_HIT,1,0.0,47.7,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.33,0.78,0.572,2.0,1.29,1,TRENDING_ORDERFLOW,2,0.829
1346746,XAUUSD,2023-03-22 16:10:00+00:00,2023-03-22 16:11:00+00:00,SHORT,1992.77,1984.75,1997.26,1984.75,17.25,4.17,8.34,1.92,13830.12,1,TP_HIT,1,0.0,45.77,NY_AM,BEARISH,BUY_SIDE,0.01,1.75,0.87,0.556,2.0,1.14,1,TRENDING_ORDERFLOW,2,0.803
1356710,XAUUSD,2023-03-29 15:34:00+00:00,2023-03-29 15:35:00+00:00,LONG,2031.75,2029.32,2029.32,2035.64,17.25,2.11,4.21,-1.15,-4195.8,0,SL_HIT,1,45.75,0.0,NY_AM,BULLISH,SELL_SIDE,9.99,4.2,1.4,0.4,2.0,0.71,1,TRENDING_ORDERFLOW,2,0.84
1359598,XAUUSD,2023-03-31 15:42:00+00:00,2023-03-31 15:43:00+00:00,LONG,2028.85,2028.44,2028.44,2028.7,22.5,0.09,0.17,-4.75,-926.23,0,SL_HIT,1,45.85,0.0,NY_AM,BULLISH,SELL_SIDE,10.0,1.75,3.5,0.001,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.951
1363504,XAUUSD,2023-04-03 08:48:00+00:00,2023-04-03 08:49:00+00:00,SHORT,2016.33,2014.48,2017.74,2014.48,22.5,1.09,2.17,1.7,4151.77,1,TP_HIT,1,0.0,46.33,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.5,1.75,0.667,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.92
1380864,XAUUSD,2023-04-15 10:08:00+00:00,2023-04-15 10:09:00+00:00,SHORT,2065.91,2064.0,2067.35,2064.0,22.5,1.12,2.24,1.71,4298.97,1,TP_HIT,1,0.0,46.91,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,2.55,1.27,0.75,2.0,0.79,1,TRENDING_ORDERFLOW,3,0.917
1394078,XAUUSD,2023-04-24 14:22:00+00:00,2023-04-24 14:23:00+00:00,SHORT,2031.35,2029.48,2032.77,2029.48,22.5,1.1,2.19,1.7,4202.54,1,TP_HIT,1,0.0,46.35,NY_AM,BEARISH,BUY_SIDE,0.01,3.11,1.56,0.667,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.909
1395187,XAUUSD,2023-04-25 08:51:00+00:00,2023-04-25 08:52:00+00:00,SHORT,2039.39,2037.56,2040.79,2037.56,17.25,1.07,2.15,1.7,3147.21,1,TP_HIT,1,0.0,47.39,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,2.0,2.0,0.5,2.0,0.5,1,NORMAL_EXPANSION,2,0.825
1399798,XAUUSD,2023-04-28 13:42:00+00:00,2023-04-28 13:43:00+00:00,SHORT,2032.54,2030.61,2034.0,2030.61,22.5,1.13,2.26,1.71,4347.18,1,TP_HIT,1,0.0,48.54,NY_AM,BEARISH,BUY_SIDE,0.02,3.5,2.33,0.75,2.0,0.86,1,TRENDING_ORDERFLOW,3,0.948
1404133,XAUUSD,2023-05-01 13:57:00+00:00,2023-05-01 13:58:00+00:00,SHORT,2044.69,2040.67,2047.18,2040.67,22.5,2.17,4.34,1.85,9038.83,1,TP_HIT,1,0.0,48.69,NY_AM,BEARISH,BUY_SIDE,0.01,1.75,0.87,0.667,2.0,1.14,1,TRENDING_ORDERFLOW,3,0.86
1412378,XAUUSD,2023-05-07 07:22:00+00:00,2023-05-07 07:23:00+00:00,SHORT,2064.96,2063.16,2066.35,2063.16,22.5,1.06,2.13,1.69,4056.85,1,TP_HIT,1,0.0,47.96,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.33,2.33,0.667,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.911
1418207,XAUUSD,2023-05-11 08:31:00+00:00,2023-05-11 08:32:00+00:00,SHORT,2079.16,2077.12,2080.67,2077.12,22.5,1.18,2.36,1.73,4587.2,1,TP_HIT,1,0.0,50.16,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,3.29,0.82,0.889,2.0,1.21,1,TRENDING_ORDERFLOW,3,0.951
1420093,XAUUSD,2023-05-12 15:57:00+00:00,2023-05-12 15:58:00+00:00,SHORT,2067.22,2065.31,2068.67,2065.31,22.5,1.12,2.24,1.71,4298.22,1,TP_HIT,1,0.0,50.22,NY_AM,BEARISH,BUY_SIDE,0.01,3.82,1.27,0.833,2.0,0.79,1,TRENDING_ORDERFLOW,3,0.953
1424039,XAUUSD,2023-05-15 09:43:00+00:00,2023-05-15 09:44:00+00:00,SHORT,2072.36,2070.51,2073.77,2070.51,17.25,1.09,2.17,1.7,3184.29,1,TP_HIT,1,0.0,47.36,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.806
1451282,XAUUSD,2023-06-03 07:46:00+00:00,2023-06-03 07:47:00+00:00,SHORT,2001.27,1999.51,2002.63,1999.51,22.5,1.04,2.08,1.69,3959.52,1,TP_HIT,1,0.0,50.27,LONDON_OPEN,BEARISH,BUY_SIDE,0.04,7.0,3.5,0.667,2.0,0.29,1,TRENDING_ORDERFLOW,3,0.957
1451615,XAUUSD,2023-06-03 13:19:00+00:00,2023-06-03 13:20:00+00:00,SHORT,1999.28,1997.48,2000.67,1997.48,17.25,1.06,2.13,1.69,3108.17,1,TP_HIT,1,0.0,49.28,NY_AM,BEARISH,BUY_SIDE,0.02,2.33,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.847
1460333,XAUUSD,2023-06-09 14:37:00+00:00,2023-06-09 14:38:00+00:00,SHORT,1971.57,1969.79,1972.95,1969.79,17.25,1.05,2.11,1.69,3071.09,1,TP_HIT,1,0.0,50.57,NY_AM,BEARISH,BUY_SIDE,0.0,2.8,2.8,0.5,2.0,0.36,1,NORMAL_EXPANSION,2,0.874
1461801,XAUUSD,2023-06-10 15:05:00+00:00,2023-06-10 15:06:00+00:00,SHORT,1965.62,1963.82,1967.01,1963.82,17.25,1.06,2.13,1.69,3110.83,1,TP_HIT,1,0.0,49.62,NY_AM,BEARISH,BUY_SIDE,0.0,2.33,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.847
1461840,XAUUSD,2023-06-10 15:44:00+00:00,2023-06-10 15:45:00+00:00,LONG,1963.27,1961.81,1961.81,1965.22,22.5,1.14,2.28,-1.29,-3295.25,0,SL_HIT,1,42.27,0.0,NY_AM,BULLISH,SELL_SIDE,9.99,7.54,1.08,0.111,2.0,0.93,1,TRENDING_ORDERFLOW,3,0.944
1464263,XAUUSD,2023-06-12 08:07:00+00:00,2023-06-12 08:08:00+00:00,LONG,1972.35,1968.83,1968.83,1978.41,15.0,3.19,6.39,-1.1,-5277.34,0,SL_HIT,1,45.35,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,9.99,3.11,0.78,0.333,2.0,1.29,1,TRENDING_ORDERFLOW,3,0.816
1474407,XAUUSD,2023-06-19 09:11:00+00:00,2023-06-19 09:12:00+00:00,SHORT,1976.04,1972.24,1978.43,1972.24,17.25,2.06,4.13,1.84,6559.79,1,TP_HIT,1,0.0,51.04,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,4.67,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.905
1477570,XAUUSD,2023-06-21 13:54:00+00:00,2023-06-21 13:55:00+00:00,LONG,1968.8,1964.23,1964.23,1976.97,22.5,4.25,8.49,-1.08,-10285.8,0,SL_HIT,1,42.8,0.0,NY_AM,BULLISH,SELL_SIDE,9.98,4.87,1.22,0.308,2.0,1.64,1,TRENDING_ORDERFLOW,3,0.891
1480497,XAUUSD,2023-06-23 14:41:00+00:00,2023-06-23 14:42:00+00:00,SHORT,1963.25,1961.42,1964.65,1961.42,22.5,1.07,2.15,1.7,4105.36,1,TP_HIT,1,0.0,52.25,NY_AM,BEARISH,BUY_SIDE,0.0,4.0,2.0,0.667,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.932
1491691,XAUUSD,2023-07-01 09:15:00+00:00,2023-07-01 09:16:00+00:00,SHORT,1950.62,1948.82,1952.01,1948.82,22.5,1.06,2.13,1.69,4057.3,1,TP_HIT,1,0.0,50.62,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,2.33,2.33,0.667,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.911
1492012,XAUUSD,2023-07-01 14:36:00+00:00,2023-07-01 14:37:00+00:00,SHORT,1948.63,1946.83,1950.02,1946.83,17.25,1.06,2.13,1.69,3109.44,1,TP_HIT,1,0.0,49.63,NY_AM,BEARISH,BUY_SIDE,0.01,2.33,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.847
1503223,XAUUSD,2023-07-09 09:27:00+00:00,2023-07-09 09:28:00+00:00,SHORT,1952.01,1950.16,1953.42,1950.16,17.25,1.09,2.17,1.7,3184.64,1,TP_HIT,1,0.0,51.01,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.807
1517958,XAUUSD,2023-07-19 15:02:00+00:00,2023-07-19 15:03:00+00:00,SHORT,1987.5,1985.72,1988.88,1985.72,22.5,1.05,2.11,1.69,4007.58,1,TP_HIT,1,0.0,52.5,NY_AM,BEARISH,BUY_SIDE,0.01,5.6,2.8,0.667,2.0,0.36,1,TRENDING_ORDERFLOW,3,0.955
1523290,XAUUSD,2023-07-23 07:54:00+00:00,2023-07-23 07:55:00+00:00,SHORT,1975.68,1973.88,1977.07,1973.88,17.25,1.06,2.13,1.69,3110.48,1,TP_HIT,1,0.0,51.68,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.33,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.847
1533436,XAUUSD,2023-07-30 09:00:00+00:00,2023-07-30 09:01:00+00:00,SHORT,2000.02,1996.22,2002.41,1996.22,22.5,2.06,4.13,1.84,8554.74,1,TP_HIT,1,0.0,52.02,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,7.0,2.33,0.667,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.95
1535133,XAUUSD,2023-07-31 13:17:00+00:00,2023-07-31 13:18:00+00:00,SHORT,2005.07,2003.23,2006.49,2003.23,22.5,1.09,2.17,1.7,4154.33,1,TP_HIT,1,0.0,53.07,NY_AM,BEARISH,BUY_SIDE,0.01,3.5,1.75,0.667,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.92
1545329,XAUUSD,2023-08-07 15:13:00+00:00,2023-08-07 15:14:00+00:00,SHORT,1989.42,1987.66,1990.78,1987.66,17.25,1.04,2.08,1.69,3034.36,1,TP_HIT,1,0.0,52.42,NY_AM,BEARISH,BUY_SIDE,0.0,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
1550642,XAUUSD,2023-08-11 07:46:00+00:00,2023-08-11 07:47:00+00:00,SHORT,1972.59,1970.83,1973.96,1970.83,17.25,1.04,2.09,1.69,3037.13,1,TP_HIT,1,0.0,53.59,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
1552234,XAUUSD,2023-08-12 10:18:00+00:00,2023-08-12 10:19:00+00:00,SHORT,1954.65,1952.76,1956.08,1952.76,22.5,1.11,2.21,1.71,4250.76,1,TP_HIT,1,0.0,53.65,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,4.2,1.4,0.75,2.0,0.71,1,TRENDING_ORDERFLOW,3,0.944
1580936,XAUUSD,2023-09-01 08:40:00+00:00,2023-09-01 08:41:00+00:00,SHORT,1974.61,1972.85,1975.98,1972.85,17.25,1.04,2.09,1.69,3036.55,1,TP_HIT,1,0.0,53.61,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
1588428,XAUUSD,2023-09-06 13:32:00+00:00,2023-09-06 13:33:00+00:00,SHORT,1961.86,1960.1,1963.23,1960.1,17.25,1.04,2.09,1.69,3036.21,1,TP_HIT,1,0.0,52.86,NY_AM,BEARISH,BUY_SIDE,0.0,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
1589525,XAUUSD,2023-09-07 07:49:00+00:00,2023-09-07 07:50:00+00:00,SHORT,1951.9,1950.14,1953.26,1950.14,17.25,1.04,2.09,1.69,3036.21,1,TP_HIT,1,0.0,52.9,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
1591379,XAUUSD,2023-09-08 14:43:00+00:00,2023-09-08 14:44:00+00:00,SHORT,1961.96,1960.15,1963.35,1960.15,17.25,1.06,2.13,1.69,3110.48,1,TP_HIT,1,0.0,53.96,NY_AM,BEARISH,BUY_SIDE,0.0,2.33,2.33,0.5,2.0,0.43,1,NORMAL_EXPANSION,2,0.847
1595378,XAUUSD,2023-09-11 09:22:00+00:00,2023-09-11 09:23:00+00:00,SHORT,1957.09,1955.33,1958.46,1955.33,17.25,1.04,2.08,1.69,3035.86,1,TP_HIT,1,0.0,54.09,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
1621646,XAUUSD,2023-09-29 15:10:00+00:00,2023-09-29 15:11:00+00:00,LONG,1927.62,1925.12,1925.12,1931.64,22.5,2.17,4.34,-1.15,-5617.95,0,SL_HIT,1,53.62,0.0,NY_AM,BULLISH,SELL_SIDE,10.0,1.75,1.75,0.222,2.0,1.14,1,TRENDING_ORDERFLOW,3,0.862
1622745,XAUUSD,2023-09-30 09:29:00+00:00,2023-09-30 09:30:00+00:00,SHORT,1921.01,1919.21,1922.4,1919.21,22.5,1.06,2.13,1.69,4057.0,1,TP_HIT,1,0.0,56.01,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,4.67,2.33,0.667,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.946
1629820,XAUUSD,2023-10-05 07:24:00+00:00,2023-10-05 07:25:00+00:00,SHORT,1889.25,1885.38,1891.67,1885.38,17.25,2.1,4.19,1.84,6671.25,1,TP_HIT,1,0.0,57.25,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,3.11,1.56,0.5,2.0,0.64,1,NORMAL_EXPANSION,2,0.845
1631349,XAUUSD,2023-10-06 08:53:00+00:00,2023-10-06 08:54:00+00:00,SHORT,1886.3,1884.51,1887.67,1884.51,22.5,1.05,2.11,1.69,4008.18,1,TP_HIT,1,0.0,56.3,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,5.6,2.8,0.667,2.0,0.36,1,TRENDING_ORDERFLOW,3,0.955
1631408,XAUUSD,2023-10-06 09:52:00+00:00,2023-10-06 09:53:00+00:00,SHORT,1884.3,1882.32,1885.77,1882.32,22.5,1.15,2.3,1.72,4442.25,1,TP_HIT,1,0.0,55.3,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,2.0,1.0,0.875,2.0,1.0,1,TRENDING_ORDERFLOW,3,0.935
1634152,XAUUSD,2023-10-08 07:36:00+00:00,2023-10-08 07:37:00+00:00,LONG,1906.04,1903.65,1903.65,1909.85,22.5,2.07,4.13,-1.16,-5377.56,0,SL_HIT,1,53.04,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,9.99,9.33,2.33,0.333,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.911
1644337,XAUUSD,2023-10-15 09:21:00+00:00,2023-10-15 09:22:00+00:00,SHORT,1979.73,1977.86,1981.15,1977.86,22.5,1.1,2.19,1.7,4199.82,1,TP_HIT,1,0.0,56.73,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,3.11,1.56,0.667,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.909
1646161,XAUUSD,2023-10-16 15:45:00+00:00,2023-10-16 15:46:00+00:00,SHORT,1962.79,1954.63,1967.36,1954.63,17.25,4.25,8.49,1.92,14088.29,1,TP_HIT,1,0.0,56.79,NY_AM,BEARISH,BUY_SIDE,0.01,2.43,1.22,0.556,2.0,1.64,1,TRENDING_ORDERFLOW,2,0.839
1648523,XAUUSD,2023-10-18 07:07:00+00:00,2023-10-18 07:08:00+00:00,LONG,1980.52,1979.08,1979.08,1982.43,15.0,1.12,2.24,-1.29,-2164.34,0,SL_HIT,1,54.52,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,9.99,2.55,1.27,0.333,2.0,0.79,1,TRENDING_ORDERFLOW,3,0.816
1649006,XAUUSD,2023-10-18 15:10:00+00:00,2023-10-18 15:11:00+00:00,SHORT,1990.89,1978.83,1997.4,1978.83,17.25,6.19,12.38,1.95,20803.35,1,TP_HIT,1,0.0,57.89,NY_AM,BEARISH,BUY_SIDE,0.0,3.11,1.56,0.5,2.0,1.29,1,NORMAL_EXPANSION,2,0.845
1651929,XAUUSD,2023-10-20 15:53:00+00:00,2023-10-20 15:54:00+00:00,SHORT,2032.99,2031.01,2034.46,2031.01,22.5,1.15,2.3,1.72,4442.86,1,TP_HIT,1,0.0,56.99,NY_AM,BEARISH,BUY_SIDE,0.0,3.0,1.0,0.75,2.0,1.0,1,TRENDING_ORDERFLOW,3,0.92
