ticket_id,symbol,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,risk_pts,reward_pts,rr_realized,realized_pnl,is_win,exit_reason,holding_bars,mae_pts,mfe_pts,session_window,htf_bias,sweep_side,sweep_penetration_pips,displacement_ratio,fvg_size_atr,dealing_range_coordinate,planned_rr,atr_14,laya_authorized,laya_regime,laya_grade,laya_probability
779034,XAUUSD,2022-02-21 10:18:00+00:00,2022-02-21 10:19:00+00:00,LONG,1918.32,1920.45,1916.78,1920.45,22.5,1.22,2.45,1.73,4781.25,1,TP_HIT,1,0.0,5.67,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,2.67,0.67,0.167,2.0,1.5,1,TRENDING_ORDERFLOW,3,0.878
804903,XAUUSD,2022-03-11 09:27:00+00:00,2022-03-11 09:28:00+00:00,SHORT,1998.68,1994.72,2001.14,1994.72,22.5,2.14,4.28,1.85,8895.54,1,TP_HIT,1,0.0,5.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,3.23,1.08,0.714,2.0,0.93,1,TRENDING_ORDERFLOW,3,0.854
812391,XAUUSD,2022-03-16 14:15:00+00:00,2022-03-16 14:16:00+00:00,SHORT,1921.68,1913.42,1926.29,1913.42,22.5,4.29,8.58,1.92,18570.54,1,TP_HIT,1,0.0,11.67,NY_AM,BEARISH,BUY_SIDE,10.0,3.63,1.04,0.733,2.0,1.93,1,TRENDING_ORDERFLOW,3,0.872
891582,XAUUSD,2022-05-10 14:06:00+00:00,2022-05-10 14:07:00+00:00,LONG,1857.32,1859.34,1855.83,1859.34,22.5,1.17,2.34,1.72,4540.18,1,TP_HIT,1,0.0,3.67,NY_AM,BULLISH,SELL_SIDE,10.0,3.5,0.88,0.167,2.0,1.14,1,TRENDING_ORDERFLOW,3,0.902
976549,XAUUSD,2022-07-08 14:13:00+00:00,2022-07-08 14:17:00+00:00,LONG,1743.32,1745.24,1741.88,1745.24,22.5,1.12,2.24,1.71,4299.11,1,TP_HIT,4,0.0,3.67,NY_AM,BULLISH,SELL_SIDE,10.0,2.55,2.55,0.333,2.0,0.79,1,TRENDING_ORDERFLOW,3,0.86
1004972,XAUUSD,2022-07-28 07:56:00+00:00,2022-07-28 07:58:00+00:00,LONG,1738.32,1738.09,1737.96,1738.09,22.5,0.04,0.09,-5.58,-538.39,0,TP_HIT,2,0.33,0.67,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,3.5,3.5,0.0,2.0,0.29,1,TRENDING_ORDERFLOW,3,0.967
1075523,XAUUSD,2022-09-15 07:47:00+00:00,2022-09-15 07:48:00+00:00,SHORT,1680.68,1678.74,1682.13,1678.74,22.5,1.13,2.26,1.71,4347.32,1,TP_HIT,1,0.0,4.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,4.67,1.17,0.833,2.0,0.86,1,TRENDING_ORDERFLOW,3,0.928
1103257,XAUUSD,2022-10-04 14:01:00+00:00,2022-10-04 14:02:00+00:00,LONG,1704.32,1706.0,1701.91,1708.17,17.25,2.09,4.17,0.8,2889.37,1,WATERMARK_LOCK,1,0.0,2.67,NY_AM,BULLISH,SELL_SIDE,10.0,3.5,3.5,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.823
1163419,XAUUSD,2022-11-15 08:43:00+00:00,2022-11-15 08:45:00+00:00,SHORT,1757.68,1751.25,1761.38,1751.25,22.5,3.38,6.75,1.9,14456.25,1,TP_HIT,2,0.0,8.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,2.0,0.8,0.864,2.0,2.5,1,TRENDING_ORDERFLOW,3,0.877
1288790,XAUUSD,2023-02-10 10:14:00+00:00,2023-02-10 10:15:00+00:00,LONG,1835.32,1833.81,1833.81,1837.39,15.0,1.19,2.39,-1.27,-2276.79,0,SL_HIT,1,2.33,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,2.33,0.78,0.25,2.0,1.29,1,TRENDING_ORDERFLOW,3,0.834
1292969,XAUUSD,2023-02-13 07:53:00+00:00,2023-02-13 07:55:00+00:00,SHORT,1815.68,1815.0,1819.08,1809.85,17.25,3.08,6.15,0.22,1164.37,1,WATERMARK_LOCK,2,0.0,3.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,8.0,2.0,0.571,2.0,0.5,1,TRENDING_ORDERFLOW,2,0.869
1330543,XAUUSD,2023-03-11 10:07:00+00:00,2023-03-11 10:08:00+00:00,SHORT,1918.68,1914.25,1921.38,1914.25,22.5,2.38,4.75,1.86,9956.25,1,TP_HIT,1,0.0,11.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,3.2,0.4,0.8,2.0,2.5,1,TRENDING_ORDERFLOW,3,0.87
1330842,XAUUSD,2023-03-11 15:06:00+00:00,2023-03-11 15:07:00+00:00,LONG,1914.32,1919.26,1911.37,1919.26,22.5,2.63,5.26,1.88,11113.39,1,TP_HIT,1,0.0,9.67,NY_AM,BULLISH,SELL_SIDE,10.0,2.14,0.95,0.154,2.0,4.21,1,TRENDING_ORDERFLOW,3,0.877
1356710,XAUUSD,2023-03-29 15:34:00+00:00,2023-03-29 15:36:00+00:00,LONG,1986.32,1986.52,1983.89,1990.21,15.0,2.11,4.21,0.09,300.0,1,SL_HIT,2,0.33,0.67,NY_AM,BULLISH,SELL_SIDE,10.0,4.2,1.4,0.4,2.0,0.71,1,TRENDING_ORDERFLOW,3,0.84
1477570,XAUUSD,2023-06-21 13:54:00+00:00,2023-06-21 13:57:00+00:00,LONG,1919.32,1925.0,1914.75,1927.49,22.5,4.25,8.49,1.34,12768.75,1,WATERMARK_LOCK,3,0.0,7.67,NY_AM,BULLISH,SELL_SIDE,10.0,4.87,1.22,0.308,2.0,1.64,1,TRENDING_ORDERFLOW,3,0.891
1634152,XAUUSD,2023-10-08 07:36:00+00:00,2023-10-08 07:46:00+00:00,LONG,1851.32,1854.0,1848.94,1855.13,22.5,2.06,4.13,1.3,6018.75,1,WATERMARK_LOCK,10,0.0,3.67,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,9.33,2.33,0.333,2.0,0.43,1,TRENDING_ORDERFLOW,3,0.911
1660548,XAUUSD,2023-10-26 15:32:00+00:00,2023-10-26 15:33:00+00:00,LONG,1959.32,1961.32,1957.84,1961.32,22.5,1.16,2.32,1.72,4491.96,1,TP_HIT,1,0.0,3.67,NY_AM,BULLISH,SELL_SIDE,10.0,3.73,1.87,0.2,2.0,1.07,1,TRENDING_ORDERFLOW,3,0.917
1674625,XAUUSD,2023-11-05 10:09:00+00:00,2023-11-05 10:10:00+00:00,LONG,1969.32,1969.32,1968.84,1969.32,22.5,0.16,0.32,-0.02,-8.04,0,TP_HIT,1,0.0,3.67,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,2.8,0.93,0.0,2.0,1.07,1,TRENDING_ORDERFLOW,3,0.936
1712044,XAUUSD,2023-12-01 09:48:00+00:00,2023-12-01 09:52:00+00:00,SHORT,2029.68,2029.0,2031.09,2027.83,15.0,1.09,2.17,0.62,1012.5,1,WATERMARK_LOCK,4,0.0,1.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,1.75,1.75,0.667,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.806
1758088,XAUUSD,2024-01-02 09:12:00+00:00,2024-01-02 09:13:00+00:00,SHORT,2041.68,2040.0,2045.38,2035.25,22.5,3.38,6.75,0.5,3768.75,1,WATERMARK_LOCK,1,0.0,5.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,2.4,0.4,0.833,2.0,2.5,1,TRENDING_ORDERFLOW,3,0.863
1761270,XAUUSD,2024-01-04 14:14:00+00:00,2024-01-04 14:16:00+00:00,SHORT,2017.68,2016.0,2021.14,2011.72,15.0,3.14,6.28,0.53,2512.5,1,WATERMARK_LOCK,2,0.0,3.67,NY_AM,BEARISH,BUY_SIDE,10.0,3.23,1.08,0.667,2.0,0.93,1,TRENDING_ORDERFLOW,3,0.831
1769987,XAUUSD,2024-01-10 15:31:00+00:00,2024-01-10 15:33:00+00:00,SHORT,2015.68,2015.64,2016.18,2015.64,22.5,0.18,0.36,0.22,88.39,1,TP_HIT,2,0.33,0.67,NY_AM,BEARISH,BUY_SIDE,10.0,1.65,0.82,1.0,2.0,1.21,1,TRENDING_ORDERFLOW,3,0.916
1788673,XAUUSD,2024-01-23 14:57:00+00:00,2024-01-23 14:59:00+00:00,SHORT,2004.68,2004.48,2007.13,2000.74,15.0,2.13,4.26,0.09,300.0,1,SL_HIT,2,0.33,1.67,NY_AM,BEARISH,BUY_SIDE,10.0,3.5,1.17,0.6,2.0,0.86,1,TRENDING_ORDERFLOW,3,0.808
1819916,XAUUSD,2024-02-14 07:40:00+00:00,2024-02-14 07:43:00+00:00,SHORT,1990.68,1990.0,1992.1,1988.81,15.0,1.1,2.19,0.62,1012.5,1,WATERMARK_LOCK,3,0.0,1.67,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,3.11,1.56,0.667,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.844
1840478,XAUUSD,2024-02-28 14:22:00+00:00,2024-02-28 14:23:00+00:00,SHORT,2014.68,2014.64,2015.18,2014.64,22.5,0.18,0.36,0.22,88.39,1,TP_HIT,1,0.0,4.67,NY_AM,BEARISH,BUY_SIDE,10.0,3.29,0.82,1.0,2.0,1.21,1,TRENDING_ORDERFLOW,3,0.941
1900624,XAUUSD,2024-04-10 08:48:00+00:00,2024-04-10 08:49:00+00:00,SHORT,2335.68,2335.0,2338.26,2331.49,15.0,2.26,4.51,0.3,1012.5,1,WATERMARK_LOCK,1,2.32,2.68,LONDON_OPEN,BEARISH,BUY_SIDE,10.0,1.75,0.58,0.75,2.0,1.71,1,TRENDING_ORDERFLOW,3,0.807
1928365,XAUUSD,2024-04-29 15:09:00+00:00,2024-04-29 15:10:00+00:00,LONG,2344.32,2344.21,2343.89,2344.21,22.5,0.11,0.21,-1.03,-249.11,0,TP_HIT,1,0.0,1.68,NY_AM,BULLISH,SELL_SIDE,10.0,2.8,1.4,0.0,2.0,0.71,1,TRENDING_ORDERFLOW,3,0.943
1955700,XAUUSD,2024-05-18 14:44:00+00:00,2024-05-18 14:45:00+00:00,SHORT,2387.68,2387.83,2388.09,2387.83,22.5,0.09,0.17,-1.79,-345.54,0,TP_HIT,1,0.32,1.68,NY_AM,BEARISH,BUY_SIDE,10.0,1.75,1.75,1.0,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.934
1986926,XAUUSD,2024-06-09 07:10:00+00:00,2024-06-09 07:11:00+00:00,LONG,2308.32,2307.93,2307.93,2308.15,22.5,0.07,0.15,-5.33,-900.0,0,SL_HIT,1,1.32,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,2.0,2.0,0.0,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.941
1998863,XAUUSD,2024-06-17 14:07:00+00:00,2024-06-17 14:08:00+00:00,LONG,2310.32,2310.0,2306.73,2316.54,15.0,3.27,6.54,-0.1,-487.5,0,WATERMARK_LOCK,1,0.32,3.68,NY_AM,BULLISH,SELL_SIDE,10.0,3.36,0.56,0.333,2.0,1.79,1,TRENDING_ORDERFLOW,3,0.816
2010489,XAUUSD,2024-06-25 15:53:00+00:00,2024-06-25 16:00:00+00:00,LONG,2308.32,2309.0,2306.89,2310.21,15.0,1.11,2.21,0.61,1012.5,1,WATERMARK_LOCK,7,0.0,1.68,NY_AM,BULLISH,SELL_SIDE,10.0,2.8,1.4,0.333,2.0,0.71,1,TRENDING_ORDERFLOW,3,0.829
2030541,XAUUSD,2024-07-09 14:05:00+00:00,2024-07-09 14:09:00+00:00,SHORT,2343.68,2342.0,2346.11,2339.79,22.5,2.11,4.21,0.79,3768.75,1,WATERMARK_LOCK,4,0.0,2.68,NY_AM,BEARISH,BUY_SIDE,10.0,4.2,4.2,0.6,2.0,0.71,1,TRENDING_ORDERFLOW,3,0.888
2049362,XAUUSD,2024-07-22 15:46:00+00:00,2024-07-22 15:58:00+00:00,LONG,2393.32,2391.0,2389.3,2400.39,15.0,3.7,7.39,-0.63,-3487.5,0,STAGNATION_SCRATCH,12,3.32,1.68,NY_AM,BULLISH,SELL_SIDE,10.0,2.37,0.43,0.2,2.0,4.64,1,TRENDING_ORDERFLOW,3,0.848
2053664,XAUUSD,2024-07-25 15:28:00+00:00,2024-07-25 15:29:00+00:00,SHORT,2362.68,2362.83,2363.09,2362.83,22.5,0.09,0.17,-1.79,-345.54,0,TP_HIT,1,0.0,1.68,NY_AM,BEARISH,BUY_SIDE,10.0,3.5,1.75,1.0,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.955
2062291,XAUUSD,2024-07-31 15:15:00+00:00,2024-07-31 15:16:00+00:00,SHORT,2418.68,2419.0,2420.13,2416.74,15.0,1.13,2.26,-0.29,-487.5,0,WATERMARK_LOCK,1,0.32,1.68,NY_AM,BEARISH,BUY_SIDE,10.0,2.33,1.17,0.667,2.0,0.86,1,TRENDING_ORDERFLOW,3,0.804
2082523,XAUUSD,2024-08-14 16:27:00+00:00,2024-08-14 16:28:00+00:00,LONG,2439.32,2439.41,2438.8,2439.41,22.5,0.2,0.41,0.4,184.82,1,TP_HIT,1,0.0,4.68,NY_AM,BULLISH,SELL_SIDE,10.0,3.68,0.74,0.0,2.0,1.36,1,TRENDING_ORDERFLOW,3,0.944
2093613,XAUUSD,2024-08-22 09:17:00+00:00,2024-08-22 09:18:00+00:00,LONG,2497.32,2497.19,2496.9,2497.19,22.5,0.1,0.19,-1.37,-297.32,0,TP_HIT,1,0.0,0.68,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,3.11,1.56,0.0,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.948
2095336,XAUUSD,2024-08-23 14:00:00+00:00,2024-08-23 14:01:00+00:00,LONG,2498.32,2501.0,2494.73,2504.54,15.0,3.27,6.54,0.82,4012.5,1,WATERMARK_LOCK,1,0.0,4.68,NY_AM,BULLISH,SELL_SIDE,10.0,2.8,1.68,0.333,2.0,1.79,1,TRENDING_ORDERFLOW,3,0.839
2109735,XAUUSD,2024-09-02 13:59:00+00:00,2024-09-02 14:02:00+00:00,SHORT,2497.68,2495.83,2499.09,2495.83,22.5,1.09,2.17,1.7,4154.46,1,TP_HIT,3,0.0,2.68,NY_AM,BEARISH,BUY_SIDE,10.0,3.5,1.75,0.667,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.862
2131106,XAUUSD,2024-09-17 10:10:00+00:00,2024-09-17 10:12:00+00:00,LONG,2592.32,2595.0,2588.85,2598.3,17.25,3.15,6.3,0.85,4614.38,1,WATERMARK_LOCK,2,0.0,3.68,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,4.0,1.0,0.429,2.0,1.0,1,TRENDING_ORDERFLOW,2,0.803
2223171,XAUUSD,2024-11-20 08:35:00+00:00,2024-11-20 08:39:00+00:00,LONG,2634.32,2634.0,2629.84,2642.32,17.25,4.16,8.32,-0.08,-560.62,0,WATERMARK_LOCK,4,1.32,3.68,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,4.67,0.93,0.444,2.0,1.07,1,TRENDING_ORDERFLOW,2,0.815
2258137,XAUUSD,2024-12-14 15:21:00+00:00,2024-12-14 15:22:00+00:00,LONG,2655.32,2661.49,2651.75,2661.49,15.0,3.25,6.49,1.9,9251.79,1,TP_HIT,1,0.0,7.68,NY_AM,BULLISH,SELL_SIDE,10.0,3.04,1.22,0.375,2.0,1.64,1,TRENDING_ORDERFLOW,3,0.808
2292623,XAUUSD,2025-01-29 14:07:00+00:00,2025-01-29 14:08:00+00:00,LONG,2706.58,2708.66,2705.06,2708.66,15.0,1.2,2.4,1.73,3105.64,1,TP_HIT,1,0.0,2.36,NY_AM,BULLISH,SELL_SIDE,6.4,1.81,0.49,0.266,2.0,1.45,1,TRENDING_ORDERFLOW,3,0.829
2306679,XAUUSD,2025-02-12 08:23:00+00:00,2025-02-12 08:24:00+00:00,SHORT,2622.44,2620.47,2623.9,2620.47,15.0,1.14,2.29,1.72,2941.71,1,TP_HIT,1,0.0,2.62,LONDON_OPEN,BEARISH,BUY_SIDE,3.6,1.69,0.34,0.668,2.0,1.09,1,TRENDING_ORDERFLOW,3,0.81
2309953,XAUUSD,2025-02-14 14:57:00+00:00,2025-02-14 14:59:00+00:00,LONG,2740.29,2741.43,2737.92,2744.07,17.25,2.05,4.1,0.55,1957.88,1,WATERMARK_LOCK,2,0.0,1.67,NY_AM,BULLISH,SELL_SIDE,1.0,2.85,1.34,0.496,2.0,0.67,1,NORMAL_EXPANSION,2,0.822
2360295,XAUUSD,2025-04-04 13:59:00+00:00,2025-04-04 14:00:00+00:00,SHORT,2621.86,2620.44,2623.05,2620.44,15.0,0.87,1.74,1.63,2127.21,1,TP_HIT,1,0.0,1.87,NY_AM,BEARISH,BUY_SIDE,7.1,1.91,0.36,0.765,2.0,1.08,1,TRENDING_ORDERFLOW,3,0.838
2378600,XAUUSD,2025-04-23 07:04:00+00:00,2025-04-23 07:05:00+00:00,SHORT,2592.41,2590.9,2593.64,2590.9,22.5,0.91,1.83,1.64,3380.3,1,TP_HIT,1,0.0,2.78,LONDON_OPEN,BEARISH,BUY_SIDE,6.9,2.05,1.09,0.731,2.0,0.96,1,TRENDING_ORDERFLOW,3,0.852
2410794,XAUUSD,2025-05-23 15:38:00+00:00,2025-05-23 15:39:00+00:00,LONG,2696.66,2698.07,2695.47,2698.07,22.5,0.87,1.73,1.62,3167.36,1,TP_HIT,1,0.0,2.32,NY_AM,BULLISH,SELL_SIDE,5.2,2.18,0.3,0.24,2.0,0.98,1,TRENDING_ORDERFLOW,3,0.857
2413587,XAUUSD,2025-05-27 14:11:00+00:00,2025-05-27 14:15:00+00:00,SHORT,2632.96,2630.69,2634.59,2630.69,15.0,1.3,2.6,1.75,3415.29,1,TP_HIT,4,0.0,3.84,NY_AM,BEARISH,BUY_SIDE,3.6,1.55,0.34,0.684,2.0,1.47,1,TRENDING_ORDERFLOW,3,0.814
2416475,XAUUSD,2025-05-29 14:19:00+00:00,2025-05-29 14:20:00+00:00,LONG,2687.92,2691.77,2685.51,2691.77,22.5,2.09,4.17,1.84,8659.93,1,TP_HIT,1,0.0,4.92,NY_AM,BULLISH,SELL_SIDE,1.8,2.93,0.4,0.325,2.0,1.31,1,TRENDING_ORDERFLOW,3,0.868
2457970,XAUUSD,2025-07-09 09:54:00+00:00,2025-07-09 09:55:00+00:00,LONG,2621.48,2626.03,2618.71,2626.03,22.5,2.44,4.88,1.87,10257.91,1,TP_HIT,1,0.0,8.58,LONDON_OPEN,BULLISH,SELL_SIDE,0.9,2.79,0.81,0.39,2.0,1.21,1,TRENDING_ORDERFLOW,3,0.855
2462651,XAUUSD,2025-07-14 15:55:00+00:00,2025-07-14 15:56:00+00:00,LONG,2772.6,2772.88,2771.2,2774.41,15.0,1.07,2.14,0.27,427.5,1,WATERMARK_LOCK,1,0.0,1.46,NY_AM,BULLISH,SELL_SIDE,3.2,1.68,0.64,0.363,2.0,0.93,1,TRENDING_ORDERFLOW,3,0.807
2506817,XAUUSD,2025-08-26 08:01:00+00:00,2025-08-26 08:02:00+00:00,SHORT,2613.46,2611.99,2614.69,2611.99,15.0,0.9,1.8,1.64,2216.25,1,TP_HIT,1,0.0,1.64,LONDON_OPEN,BEARISH,BUY_SIDE,3.0,1.92,0.25,0.717,2.0,0.87,1,TRENDING_ORDERFLOW,3,0.845
2541485,XAUUSD,2025-09-29 09:49:00+00:00,2025-09-29 09:50:00+00:00,SHORT,2618.64,2618.01,2619.43,2618.01,22.5,0.47,0.95,1.32,1406.09,1,TP_HIT,1,0.0,2.87,LONDON_OPEN,BEARISH,BUY_SIDE,1.5,2.17,0.24,0.898,2.0,1.17,1,TRENDING_ORDERFLOW,3,0.924
2590478,XAUUSD,2025-11-14 10:22:00+00:00,2025-11-14 10:23:00+00:00,SHORT,2576.76,2575.21,2578.02,2575.21,15.0,0.94,1.87,1.65,2322.96,1,TP_HIT,1,0.0,2.7,LONDON_OPEN,BEARISH,BUY_SIDE,9.3,2.37,0.32,0.735,2.0,0.91,1,TRENDING_ORDERFLOW,3,0.817
2633496,XAUUSD,2025-12-26 07:20:00+00:00,2025-12-26 07:21:00+00:00,SHORT,2584.3,2582.27,2585.79,2582.27,15.0,1.17,2.35,1.72,3034.93,1,TP_HIT,1,0.0,2.12,LONDON_OPEN,BEARISH,BUY_SIDE,4.8,2.44,0.21,0.682,2.0,0.89,1,TRENDING_ORDERFLOW,3,0.827
2687302,XAUUSD,2026-02-17 16:06:00+00:00,2026-02-17 16:08:00+00:00,SHORT,2687.16,2685.39,2689.66,2683.16,17.25,2.17,4.33,0.82,3061.88,1,WATERMARK_LOCK,2,0.0,2.97,NY_AM,BEARISH,BUY_SIDE,2.8,3.41,0.29,0.594,2.0,0.84,1,TRENDING_ORDERFLOW,2,0.833
2784768,XAUUSD,2026-05-04 08:32:00+00:00,2026-05-04 08:33:00+00:00,SHORT,2574.24,2572.99,2576.0,2571.67,15.0,1.44,2.89,0.86,1867.5,1,WATERMARK_LOCK,1,0.0,2.0,LONDON_OPEN,BEARISH,BUY_SIDE,4.4,2.04,0.63,0.643,2.0,1.08,1,TRENDING_ORDERFLOW,3,0.812
2810652,XAUUSD,2026-05-22 07:56:00+00:00,2026-05-22 07:57:00+00:00,SHORT,2607.94,2606.93,2608.93,2606.93,22.5,0.67,1.33,1.51,2270.09,1,TP_HIT,1,0.25,1.48,LONDON_OPEN,BEARISH,BUY_SIDE,4.6,1.69,0.46,0.783,2.0,1.05,1,TRENDING_ORDERFLOW,3,0.863
2862920,XAUUSD,2026-06-27 15:04:00+00:00,2026-06-27 15:05:00+00:00,LONG,2645.74,2648.97,2643.65,2648.97,22.5,1.77,3.55,1.82,7251.11,1,TP_HIT,1,0.0,8.39,NY_AM,BULLISH,SELL_SIDE,1.3,2.03,1.02,0.341,2.0,1.43,1,TRENDING_ORDERFLOW,3,0.86
2888905,XAUUSD,2026-07-15 16:09:00+00:00,2026-07-15 16:10:00+00:00,SHORT,2682.88,2681.3,2684.16,2681.3,22.5,0.95,1.91,1.66,3561.75,1,TP_HIT,1,0.0,1.76,NY_AM,BEARISH,BUY_SIDE,0.2,1.68,0.21,0.724,2.0,1.16,1,TRENDING_ORDERFLOW,3,0.861
2893054,XAUUSD,2026-07-18 13:18:00+00:00,2026-07-18 13:19:00+00:00,LONG,2649.9,2651.52,2647.94,2652.83,15.0,1.63,3.26,1.0,2437.5,1,WATERMARK_LOCK,1,0.0,2.38,NY_AM,BULLISH,SELL_SIDE,0.5,2.09,0.22,0.36,2.0,1.2,1,TRENDING_ORDERFLOW,3,0.832
2923105,XAUUSD,2026-08-12 10:09:00+00:00,2026-08-12 10:10:00+00:00,SHORT,2618.58,2617.03,2619.85,2617.03,15.0,0.94,1.88,1.66,2338.71,1,TP_HIT,1,0.0,2.12,LONDON_OPEN,BEARISH,BUY_SIDE,8.1,2.38,0.6,0.755,2.0,0.95,1,TRENDING_ORDERFLOW,3,0.848
4447,XAUUSD,2020-08-31 14:07:00+00:00,2020-08-31 14:08:00+00:00,SHORT,1974.81,1974.73,1975.34,1974.73,22.5,0.2,0.41,0.4,181.38,1,TP_HIT,1,0.0,5.12,NY_AM,BEARISH,BUY_SIDE,0.01,4.11,0.84,0.998,2.0,1.29,1,TRENDING_ORDERFLOW,3,0.973
7110,XAUUSD,2020-09-02 10:30:00+00:00,2020-09-02 10:37:00+00:00,SHORT,1973.77,1970.73,1977.05,1968.2,22.5,2.95,5.9,1.03,6846.88,1,WATERMARK_LOCK,7,0.0,4.08,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.43,1.57,0.608,2.0,1.72,1,TRENDING_ORDERFLOW,3,0.874
15954,XAUUSD,2020-09-08 13:54:00+00:00,2020-09-08 14:19:00+00:00,SHORT,1920.21,1920.21,1922.16,1917.29,22.5,1.62,3.25,0.0,0.0,0,TIMEOUT_SCRATCH,25,0.0,1.02,NY_AM,BEARISH,BUY_SIDE,7.91,3.95,0.7,0.848,2.0,1.89,1,TRENDING_ORDERFLOW,3,0.921
33227,XAUUSD,2020-09-20 13:47:00+00:00,2020-09-20 14:02:00+00:00,SHORT,1957.69,1953.66,1960.19,1953.66,17.25,2.17,4.35,1.85,6941.77,1,TP_HIT,15,0.0,6.69,NY_AM,BEARISH,BUY_SIDE,5.11,5.61,3.93,0.572,2.0,0.5,1,TRENDING_ORDERFLOW,2,0.921
96656,XAUUSD,2020-11-03 14:56:00+00:00,2020-11-03 14:57:00+00:00,SHORT,1917.06,1913.42,1919.37,1913.42,22.5,1.98,3.97,1.84,8198.1,1,TP_HIT,1,0.0,6.2,NY_AM,BEARISH,BUY_SIDE,3.7,3.61,4.56,0.637,2.0,0.9,1,TRENDING_ORDERFLOW,3,0.921
102491,XAUUSD,2020-11-07 16:11:00+00:00,2020-11-07 16:12:00+00:00,SHORT,1965.78,1964.52,1966.89,1964.52,22.5,0.79,1.58,1.59,2829.95,1,TP_HIT,1,0.0,9.18,NY_AM,BEARISH,BUY_SIDE,0.7,7.91,0.82,0.899,2.0,0.74,1,TRENDING_ORDERFLOW,3,0.966
109336,XAUUSD,2020-11-12 10:16:00+00:00,2020-11-12 10:17:00+00:00,SHORT,1888.34,1887.05,1889.47,1887.05,22.5,0.81,1.61,1.6,2897.05,1,TP_HIT,1,0.0,6.34,LONDON_OPEN,BEARISH,BUY_SIDE,0.31,2.81,0.29,0.907,2.0,1.84,1,TRENDING_ORDERFLOW,3,0.941
116723,XAUUSD,2020-11-17 13:23:00+00:00,2020-11-17 13:24:00+00:00,LONG,1904.85,1900.83,1900.83,1911.93,17.25,3.7,7.4,-1.09,-6946.01,0,SL_HIT,1,4.85,0.0,NY_AM,BULLISH,SELL_SIDE,1.1,3.02,0.53,0.415,2.0,1.61,1,TRENDING_ORDERFLOW,2,0.84
116805,XAUUSD,2020-11-17 14:45:00+00:00,2020-11-17 14:46:00+00:00,SHORT,1909.78,1908.07,1911.11,1908.07,22.5,1.01,2.03,1.68,3827.27,1,TP_HIT,1,0.0,8.86,NY_AM,BEARISH,BUY_SIDE,3.51,3.89,1.03,0.867,2.0,1.35,1,TRENDING_ORDERFLOW,3,0.946
117986,XAUUSD,2020-11-18 10:26:00+00:00,2020-11-18 10:28:00+00:00,LONG,1897.08,1897.28,1891.82,1906.61,17.25,4.93,9.86,0.04,345.0,1,SL_HIT,2,0.46,2.49,LONDON_OPEN,BULLISH,SELL_SIDE,4.9,6.63,1.7,0.439,2.0,0.92,1,TRENDING_ORDERFLOW,2,0.89
121057,XAUUSD,2020-11-20 13:37:00+00:00,2020-11-20 13:38:00+00:00,LONG,1882.62,1881.58,1881.58,1883.72,22.5,0.71,1.42,-1.46,-2332.91,0,SL_HIT,1,2.8,0.0,NY_AM,BULLISH,SELL_SIDE,0.3,3.31,3.2,0.257,2.0,0.48,1,TRENDING_ORDERFLOW,3,0.952
126477,XAUUSD,2020-11-24 07:57:00+00:00,2020-11-24 07:58:00+00:00,SHORT,1842.45,1838.91,1844.71,1838.91,22.5,1.93,3.86,1.83,7958.13,1,TP_HIT,1,0.0,7.44,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,4.35,1.15,0.661,2.0,0.81,1,TRENDING_ORDERFLOW,3,0.922
126832,XAUUSD,2020-11-24 13:52:00+00:00,2020-11-24 13:54:00+00:00,LONG,1829.22,1826.7,1826.7,1833.28,22.5,2.19,4.39,-1.15,-5665.25,0,SL_HIT,2,3.63,0.0,NY_AM,BULLISH,SELL_SIDE,4.9,2.89,1.08,0.333,2.0,1.35,1,TRENDING_ORDERFLOW,3,0.862
